-20.0	-20.0	19.63370589062031
-20.0	-19.75	20.69702394818758
-20.0	-19.5	21.333309803539468
-20.0	-19.25	20.672063046823222
-20.0	-19.0	19.595698135031544
-20.0	-18.75	20.658177016877925
-20.0	-18.5	21.29392893099762
-20.0	-18.25	20.63214979550745
-20.0	-18.0	19.554948469879104
-20.0	-17.75	20.616596654827603
-20.0	-17.5	21.251826744519608
-20.0	-17.25	20.589531105143994
-20.0	-17.0	19.511513224144654
-20.0	-16.75	20.572354550187377
-20.0	-16.5	21.207090988748753
-20.0	-16.25	20.544311478765202
-20.0	-16.0	19.4655143637318
-20.0	-15.75	20.52559083661539
-20.0	-15.5	21.15988066802825
-20.0	-15.25	20.496669489846685
-20.0	-15.0	19.41715072247232
-20.0	-14.75	20.47652528934442
-20.0	-14.5	21.110437166718732
-20.0	-14.25	20.446868782960113
-20.0	-14.0	19.36670883604712
-20.0	-13.75	20.425467942121024
-20.0	-13.5	21.059094595712313
-20.0	-13.25	20.395268093237046
-20.0	-13.0	19.31457257462921
-20.0	-12.75	20.372828270175752
-20.0	-12.5	21.006288459890776
-20.0	-12.25	20.34232932961579
-20.0	-12.0	19.26123057052268
-20.0	-11.75	20.31912188836157
-20.0	-11.5	20.95256155061677
-20.0	-11.25	20.28862258356987
-20.0	-11.0	19.20728026337502
-20.0	-10.75	20.26497355183663
-20.0	-10.5	20.8985658200408
-20.0	-10.25	20.234826794837513
-20.0	-10.0	19.153427275299798
-20.0	-9.75	20.21111515930258
-20.0	-9.5	20.8450589325589
-20.0	-9.25	20.181724773262637
-20.0	-9.0	19.100478828051614
-20.0	-8.75	20.158377494021572
-20.0	-8.5	20.79289426254903
-20.0	-8.25	20.13019139134484
-20.0	-8.0	19.049330074578638
-20.0	-7.75	20.10767464555645
-20.0	-7.5	20.743003365396664
-20.0	-7.25	20.08117407248388
-20.0	-7.0	19.00094258217442
-20.0	-6.75	20.059980476177355
-20.0	-6.5	20.696370427039707
-20.0	-6.25	20.03566523591928
-20.0	-6.0	18.956314798224064
-20.0	-5.75	20.0162971466961
-20.0	-5.5	20.653998903673642
-20.0	-5.25	19.99466711912239
-20.0	-5.0	18.91644513955259
-20.0	-4.75	19.97761657278546
-20.0	-4.5	20.616871460951486
-20.0	-4.25	19.959150331677275
-20.0	-4.0	18.882289308506262
-20.0	-3.75	19.944876666151583
-20.0	-3.5	20.585905317976287
-20.0	-3.25	19.930008493936818
-20.0	-3.0	18.854714431312424
-20.0	-2.75	19.918915189721627
-20.0	-2.5	20.561906047219683
-20.0	-2.25	19.90801221886331
-20.0	-2.0	18.834453466652825
-20.0	-1.75	19.900424843547423
-20.0	-1.5	20.54552359215936
-20.0	-1.25	19.893766317498955
-20.0	-1.0	18.822063854546133
-20.0	-0.75	19.88991360986162
-20.0	-0.5	20.537214556103486
-20.0	-0.25	19.887674271614323
-20.0	0.0	18.817894402974396
-20.0	0.25	19.887674271614323
-20.0	0.5	20.537214556103486
-20.0	0.75	19.88991360986162
-20.0	1.0	18.822063854546133
-20.0	1.25	19.893766317498955
-20.0	1.5	20.54552359215936
-20.0	1.75	19.900424843547423
-20.0	2.0	18.834453466652825
-20.0	2.25	19.90801221886331
-20.0	2.5	20.561906047219683
-20.0	2.75	19.918915189721627
-20.0	3.0	18.854714431312424
-20.0	3.25	19.930008493936818
-20.0	3.5	20.585905317976287
-20.0	3.75	19.944876666151583
-20.0	4.0	18.882289308506262
-20.0	4.25	19.959150331677275
-20.0	4.5	20.616871460951486
-20.0	4.75	19.97761657278546
-20.0	5.0	18.91644513955259
-20.0	5.25	19.99466711912239
-20.0	5.5	20.653998903673642
-20.0	5.75	20.0162971466961
-20.0	6.0	18.956314798224064
-20.0	6.25	20.03566523591928
-20.0	6.5	20.696370427039707
-20.0	6.75	20.059980476177355
-20.0	7.0	19.00094258217442
-20.0	7.25	20.08117407248388
-20.0	7.5	20.743003365396664
-20.0	7.75	20.10767464555645
-20.0	8.0	19.049330074578638
-20.0	8.25	20.13019139134484
-20.0	8.5	20.79289426254903
-20.0	8.75	20.158377494021572
-20.0	9.0	19.100478828051614
-20.0	9.25	20.181724773262637
-20.0	9.5	20.8450589325589
-20.0	9.75	20.21111515930258
-20.0	10.0	19.153427275299798
-20.0	10.25	20.234826794837513
-20.0	10.5	20.8985658200408
-20.0	10.75	20.26497355183663
-20.0	11.0	19.20728026337502
-20.0	11.25	20.28862258356987
-20.0	11.5	20.95256155061677
-20.0	11.75	20.31912188836157
-20.0	12.0	19.26123057052268
-20.0	12.25	20.34232932961579
-20.0	12.5	21.006288459890776
-20.0	12.75	20.372828270175752
-20.0	13.0	19.31457257462921
-20.0	13.25	20.395268093237046
-20.0	13.5	21.059094595712313
-20.0	13.75	20.425467942121024
-20.0	14.0	19.36670883604712
-20.0	14.25	20.446868782960113
-20.0	14.5	21.110437166718732
-20.0	14.75	20.47652528934442
-20.0	15.0	19.41715072247232
-20.0	15.25	20.496669489846685
-20.0	15.5	21.15988066802825
-20.0	15.75	20.52559083661539
-20.0	16.0	19.4655143637318
-20.0	16.25	20.544311478765202
-20.0	16.5	21.207090988748753
-20.0	16.75	20.572354550187377
-20.0	17.0	19.511513224144654
